date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,PLTR,AVGO,GEV,VRT,BE,MU,LITE,000660
2013-02-19,0.4585609616896975,0.3999381114736851,1.142494214209843,-1.6714025961587555,-1.3392064449346848,-2.1208444478148514,-0.6748141424865435,0.4390200116176934,1.2792808647138723,0.4390200116176934,0.4390200116176934,0.4390200116176934,-0.08858564032641889,0.4390200116176934,0.4194790615456892
2013-02-20,0.5289761423456792,0.45060930644261565,1.136319120594422,-1.5673367180612718,-1.508561591133974,-2.1354962783584828,-0.5877512692729769,0.43101759746684976,1.2734610834247833,0.43101759746684976,0.43101759746684976,0.43101759746684976,0.17632538078189308,0.43101759746684976,0.07836683590306359
2013-02-21,1.1582128089569228,0.06768776156241757,0.7445653771865932,0.48133519333274716,-1.6621105894771426,-2.3953946730699998,-0.8160135699469229,0.06768776156241757,0.9137847810926372,0.06768776156241757,0.06768776156241757,0.06768776156241757,-0.1767402663018681,0.06768776156241757,1.3462343688525271
2013-02-22,0.9376158712565619,-0.2765629548310722,0.5328895958940172,0.5126532821258899,1.4435237154597425,-2.8465748033832305,-0.6003439751211078,-0.19561769975856325,0.7150164198071622,-0.19561769975856325,-0.19561769975856325,-0.19561769975856325,-0.45868977874421724,-0.19561769975856325,1.0185611263290708
2013-02-23,0.8379418385302887,-0.16598208942133516,0.39621531023157425,0.39621531023157425,1.6210025023325554,-2.8364197377726548,-0.6077086177200496,-0.20613904653940013,0.5568431387038341,-0.20613904653940013,-0.20613904653940013,-0.20613904653940013,-0.3065314393345625,-0.20613904653940013,1.1391190169157759
2013-02-24,0.8123990076462775,-0.1783314894833292,0.37647758890925054,0.4755506386222112,1.5851687954073708,-2.813674611848083,-0.6142529082203562,-0.21796070936851347,0.5349944684499877,-0.21796070936851347,-0.21796070936851347,-0.21796070936851347,-0.31703375908147413,-0.21796070936851347,1.2285058164407123
2013-02-25,0.8123990076462775,-0.1783314894833292,0.37647758890925054,0.4755506386222112,1.5851687954073708,-2.813674611848083,-0.6142529082203562,-0.21796070936851347,0.5349944684499877,-0.21796070936851347,-0.21796070936851347,-0.21796070936851347,-0.31703375908147413,-0.21796070936851347,1.2285058164407123
2013-02-26,0.7725871194844173,-0.33487564564682937,0.4561691865897754,0.4561691865897754,1.6427364349446825,-2.806890746386219,-0.611741336929641,-0.21621892081133864,0.5352736698134358,-0.21621892081133864,-0.21621892081133864,-0.21621892081133864,-0.19644280000542352,-0.21621892081133864,1.1681095356027196
2013-02-27,0.7735296253400175,-0.35316173695251224,0.4572653832929916,0.4572653832929916,1.6432562909693385,-2.804209612816963,-0.6101264336157208,-0.21479613105693843,0.5363314438047481,-0.21479613105693843,-0.21479613105693843,-0.21479613105693843,-0.1950296159289993,-0.21479613105693843,1.1688599278987999
2013-02-28,0.8850276406977846,-0.3255588539197415,0.22843835548149927,0.515696167763624,1.7878379078701767,-2.705695012828776,-0.5922982510388574,-0.18192994777867907,-0.038301041637616655,-0.18192994777867907,-0.18192994777867907,-0.18192994777867907,-0.16141153261567015,-0.18192994777867907,1.3159143591209717
2013-03-01,0.9983269530905645,-0.34141917443356967,0.1988010382777747,0.5661507829214889,1.6898088253610852,-2.696779301855031,-0.6007248765350149,-0.16854870636593944,-0.017287046806763018,-0.16854870636593944,-0.16854870636593944,-0.16854870636593944,-0.2982015574166621,-0.16854870636593944,1.3440678892258249
2013-03-02,0.9499966534515889,-0.2988252384096547,0.08028140733393707,0.5262892258558098,1.7974115086431468,-2.7518682402799546,-0.588730320448872,-0.14272250192699926,0.013380234555656173,-0.14272250192699926,-0.14272250192699926,-0.14272250192699926,-0.20962367470528018,-0.14272250192699926,1.1953009536386188
2013-03-03,0.9144866248394459,-0.2832347371825631,0.03314449052136377,0.5303118483418203,1.7732302428929616,-2.8368670750785445,-0.03465105827233485,-0.19284067212429828,-0.03465105827233485,-0.19284067212429828,-0.19284067212429828,-0.19284067212429828,-0.26063622091799693,-0.19284067212429828,1.1630703037496741
2013-03-04,0.9377903083459879,-0.27644958601078795,0.04429302759288868,0.5483171346843805,1.80837740241311,-2.796570121468247,-0.23062921263883412,-0.18480883926688033,-0.024437532465042024,-0.18480883926688033,-0.18480883926688033,-0.18480883926688033,-0.253539399324811,-0.18480883926688033,1.1668921752057568
2013-03-05,0.8325355799263521,-0.38096592791682893,0.0603073476625096,0.5457079507997821,1.9136551050957316,-2.807968943603191,-0.20445661768509352,-0.16032929012715968,0.08237101144147653,-0.16032929012715968,-0.16032929012715968,-0.16032929012715968,-0.2706476090219943,-0.16032929012715968,1.0311085539370544
2013-03-06,0.8195268101467653,-0.5413933918210936,0.08329129104939902,0.5294946359568937,1.8234843361886284,-2.8170304508493165,-0.1844307158950978,-0.13981038140434834,0.10560145829477374,-0.13981038140434834,-0.13981038140434834,-0.13981038140434834,-0.251361217631222,-0.13981038140434834,1.1318691515820116
2013-03-07,0.7884056053646162,-0.4832163387718616,-0.03814865832409433,0.555274915606262,1.7845094616048571,-1.9031941763909284,0.06781983702061216,-0.08053605646197692,-2.0939374680114002,-0.08053605646197692,-0.08053605646197692,-0.08053605646197692,0.6188560128130859,-0.08053605646197692,1.1063110913987357
2013-03-08,-0.22585573570786102,-0.7285668893801969,-0.2695697490706728,0.3861404513715042,1.7849888789814823,1.7412748656186703,0.21128439792025705,-0.3132837624334846,-2.3896993971670453,-0.3132837624334846,-0.3132837624334846,-0.3132837624334846,0.23314140460166297,-0.3132837624334846,0.8232805849996223
2013-03-09,-0.38023307783797405,-0.35732747073930093,-0.540572327528686,0.3298407422208931,1.818705203634647,1.7728939894373008,0.6276136345036438,-0.38023307783797405,-2.281398467027844,-0.38023307783797405,-0.38023307783797405,-0.38023307783797405,0.1924070996288543,-0.38023307783797405,0.7192360628983364
2013-03-10,-0.37890394072088224,-0.35598636366115144,-0.5393269801389977,0.3086233710710411,1.8211834570132726,1.775348302893811,0.629469449907272,-0.37890394072088224,-2.2810628366785366,-0.37890394072088224,-0.37890394072088224,-0.37890394072088224,0.19403548577238722,-0.37890394072088224,0.7211397581461951
2013-03-11,-0.3704705020321613,-0.48434463175516174,-0.5298942836443619,0.31277427630584115,1.8159127886494466,1.7703631367602464,0.6771714914194424,-0.3704705020321613,-2.2607810554339682,-0.3704705020321613,-0.3704705020321613,-0.3704705020321613,0.19890014658284075,-0.3704705020321613,0.7227211433086427
2013-03-12,-0.3827514340848524,-0.5853845462474213,-0.5403549657668505,0.29269227312371066,1.7111240582616931,1.7336388485019787,0.8555620291308466,-0.3827514340848524,-2.251479024028544,-0.3827514340848524,-0.3827514340848524,-0.3827514340848524,0.33772185360428153,-0.3827514340848524,0.7429880779294195
2013-03-13,-0.37788575587777573,-0.4437960621355273,-0.5316764704791961,0.01757608166873377,1.8850347589716951,1.6873038401984404,0.8304698588476699,-0.37788575587777573,-2.201404229008903,-0.37788575587777573,-0.37788575587777573,-0.37788575587777573,0.19333689835607132,-0.37788575587777573,0.8304698588476699
2013-03-14,-0.2701925817651113,-0.3607599276081654,-0.4286854369904559,-0.47396910991198293,1.9939910643112402,1.8581400455466592,0.975108423576882,-0.2701925817651113,-2.1494650080084834,-0.2701925817651113,-0.2701925817651113,-0.2701925817651113,0.13736047452863198,-0.2701925817651113,0.06943496514634144
2013-03-15,-0.069229306243137,-0.18461148331503202,-0.3288392046549008,-0.3865302931908483,0.10384395936470552,2.6422518549463954,-0.04038376197516325,-0.069229306243137,-2.4634094804849584,-0.069229306243137,-0.069229306243137,-0.069229306243137,0.6807548447241806,-0.069229306243137,0.392299402044443
2013-03-16,-0.059837802932983325,-0.3889457190643916,-0.3291079161314083,-0.269270113198425,-0.029918901466491662,2.9619712451826743,-0.029918901466491662,-0.059837802932983325,-2.124242004120908,-0.059837802932983325,-0.059837802932983325,-0.059837802932983325,0.5983780293298332,-0.059837802932983325,-0.029918901466491662
2013-03-17,-0.04780060931227527,-0.37642979833416773,-0.31667903669382363,-0.25692827505347954,-0.017925228492103228,2.9696128535251014,-0.017925228492103228,-0.04780060931227527,-2.109201885904146,-0.04780060931227527,-0.04780060931227527,-0.04780060931227527,0.6094577687315097,-0.04780060931227527,-0.19717751341313547
2013-03-18,-0.04780060931227527,-0.37642979833416773,-0.31667903669382363,-0.25692827505347954,-0.017925228492103228,2.9696128535251014,-0.017925228492103228,-0.04780060931227527,-2.109201885904146,-0.04780060931227527,-0.04780060931227527,-0.04780060931227527,0.6094577687315097,-0.04780060931227527,-0.19717751341313547
2013-03-19,-0.057653798845035895,-0.4751468249642613,-0.38568403365299875,-0.20675845103047355,-0.027832868407948363,2.9542601753008046,-0.027832868407948363,-0.057653798845035895,-2.1152979990040754,-0.057653798845035895,-0.057653798845035895,-0.057653798845035895,0.5984066707708897,-0.057653798845035895,0.0318089924662267
2013-03-20,-0.04396020263084299,-0.5235260495127666,-0.3736617223621655,-0.19382452978144413,-0.013987337200722769,2.9832992058112997,-0.013987337200722769,-0.04396020263084299,-2.1120879173091387,-0.04396020263084299,-0.04396020263084299,-0.04396020263084299,0.4056327788209604,-0.04396020263084299,0.10590412451975813
2013-03-21,-0.3641411094500622,-0.8225005479186719,-0.4023377293224463,-0.4023377293224463,-0.2113546299605256,3.0,-0.17315801008814144,-0.2113546299605256,-0.47873096906721463,-0.2113546299605256,-0.2113546299605256,-0.2113546299605256,0.36159466812523655,-0.2113546299605256,0.05602170914616342
2013-03-22,-0.7001885966822072,-0.7774152801398037,-0.4298952045806199,-0.4298952045806199,-0.04376178729263797,3.0,-0.19821515420783076,-0.23682849593662897,-0.5071218880382163,-0.23682849593662897,-0.23682849593662897,-0.23682849593662897,0.6126650220969314,-0.23682849593662897,0.2651449465377476
2013-03-23,-0.7219426433725084,-0.9092980006491109,-0.38470300027462384,-0.38470300027462384,-0.15987657154270082,3.0,-0.23481871445334185,-0.2722897859086623,-0.5345872860959059,-0.2722897859086623,-0.2722897859086623,-0.2722897859086623,0.6270159290190298,-0.2722897859086623,0.8143712862956324
2013-03-24,-0.6957136935588167,-1.1013418187786215,-0.3638361365607946,-0.3638361365607946,-0.1425844318954465,3.0,-0.2163350001172292,-0.25321028422812053,-0.5113372730043599,-0.25321028422812053,-0.25321028422812053,-0.25321028422812053,0.6317965344332717,-0.25321028422812053,0.8161729549877283
2013-03-25,-0.7066113236500116,-1.1114407278244973,-0.26497924636875436,-0.37538726568906866,-0.15457122704844004,3.0,-0.22817657326198293,-0.26497924636875436,-0.5225979581161544,-0.26497924636875436,-0.26497924636875436,-0.26497924636875436,0.6182849081937601,-0.26497924636875436,0.8759036199411603
2013-03-26,-0.4854669525791178,-0.628954721814325,-0.6648266641231267,-0.449595010270316,-0.0908755871822979,3.0,-0.3061072410351088,-0.3419791833439106,-0.6648266641231267,-0.3419791833439106,-0.3419791833439106,-0.3419791833439106,1.0211546243905583,-0.3419791833439106,0.8417949128465492
2013-03-27,-0.6366761367625052,-0.5260567307612978,-0.489183595427562,-0.4154373247600903,0.027040299244739576,3.0,-0.30481791875888287,-0.3416910540926187,-0.673549272096241,-0.3416910540926187,-0.3416910540926187,-0.3416910540926187,1.0594880885893427,-0.3416910540926187,0.43264478791583366
2013-03-28,-0.4097953632310211,-0.37761248130188335,-0.44197824516015893,-0.34542959937274553,0.04076498377690789,2.8406757116118952,-0.2488809535853322,-0.28106383551447,1.5855433163755217,-0.28106383551447,-0.28106383551447,-0.28106383551447,-1.504013348821706,-0.28106383551447,0.2660451572808724
2013-03-29,-0.37941185402051225,-0.14028673594035745,-0.23593678317241937,-0.09246171232432651,0.0031883349077353965,0.33796350021995203,-1.5750374444212858,0.0031883349077353965,2.777039704637531,0.0031883349077353965,0.0031883349077353965,0.0031883349077353965,-1.6228624680373167,0.0031883349077353965,0.9118637836123235
2013-03-30,-0.38637234051007496,0.1361804150978133,0.3261995989552272,-0.0063339727952471305,-0.0063339727952471305,0.3261995989552272,-2.0490401992624467,-0.0063339727952471305,2.4639154173511337,-0.0063339727952471305,-0.0063339727952471305,-0.0063339727952471305,-1.6214970355832654,-0.0063339727952471305,0.8487523545631155
2013-03-31,-0.5057937995069897,0.26250057949096933,0.31051897817834173,0.07042698474147957,-0.025609812633265297,0.31051897817834173,-2.0904009561902797,-0.025609812633265297,2.4713469191101014,-0.025609812633265297,-0.025609812633265297,-0.025609812633265297,-1.5141801719418109,-0.025609812633265297,0.8387213637394384
2013-04-01,-0.4248146580363226,0.3836012956895152,0.3836012956895152,0.05072413827299375,-0.04438362098886953,0.2884935364276519,-2.1367543247498615,-0.04438362098886953,2.428418119819576,-0.04438362098886953,-0.04438362098886953,-0.04438362098886953,-1.5185538895477504,-0.04438362098886953,0.8115862123679
2013-04-02,-0.328981102487688,0.5081583100925895,0.4200383719262445,0.111618588344037,-0.240861164321343,0.3319184337598995,-1.9151399894818981,0.023498650177692,2.314617042502662,0.023498650177692,0.023498650177692,0.023498650177692,-1.9591999585650706,0.023498650177692,0.640338217342107
2013-04-03,-0.2809328068737393,0.38008556224094137,0.4213992103106089,0.38008556224094137,-0.40487375108274193,0.33877191417127384,-1.7682241373817706,0.04957637768360105,2.1978860773063134,0.04957637768360105,0.04957637768360105,0.04957637768360105,-2.181360618078446,0.04957637768360105,0.6692810987286142
2013-04-04,-0.3784782175143622,0.21670930196386867,0.5371948893752237,0.35406026799730655,-0.24112725148092432,0.3082766126528273,-2.026689809915617,-0.012208974758527813,2.3685411031543957,-0.012208974758527813,-0.012208974758527813,-0.012208974758527813,-1.7519878778487412,-0.012208974758527813,0.6745458554086616
2013-04-05,-0.4419375269387,0.012107877450375339,0.6477714435950807,0.14832149876709794,-0.07870120342743972,0.239130579644913,-0.8505783908888678,-0.07870120342743972,2.2823348993957517,-0.07870120342743972,-0.07870120342743972,-0.07870120342743972,-2.5305463871284464,-0.07870120342743972,0.9656032266674334
2013-04-06,-0.4413235694118813,-0.14927120730107749,0.726885879031334,-0.19794660098621145,0.1914565484948603,-0.3926481757267473,-0.879402112578087,-0.051920419930809564,2.1384722959002187,-0.051920419930809564,-0.051920419930809564,-0.051920419930809564,-2.290988529446972,-0.051920419930809564,1.5543675716786114
2013-04-07,-0.4436136145046597,-0.15638177777502393,0.7053137324138835,-0.20425375056329656,0.1787220317428845,-0.39574164171638704,-0.8744613695991134,-0.06063783219847867,2.09360094327379,-0.06063783219847867,-0.06063783219847867,-0.06063783219847867,-2.2627485804590197,-0.06063783219847867,1.6627531881793363
2013-04-08,-0.4635321068678909,0.10794583310622116,0.6794237730803331,-0.2254162985453442,0.1555689947707305,-0.41590894520338156,-0.8921405618484749,-0.08254681355181619,2.060495461351104,-0.08254681355181619,-0.08254681355181619,-0.08254681355181619,-2.2732122501192458,-0.08254681355181619,1.679510168035029
2013-04-09,-0.46877091840845037,0.1131516009951432,0.9375418368169007,-0.22630320199028642,0.161645144278776,-0.4202773751248176,-0.9052128079611457,-0.08082257213938801,2.101386875624088,-0.08082257213938801,-0.08082257213938801,-0.08082257213938801,-2.3115255631864966,-0.08082257213938801,1.4224772696532288
2013-04-10,1.9364505319895406,-0.0944610015604654,0.7084575117034905,-0.42507450702209426,-0.0472305007802327,-0.613996510143025,-1.0863015179453521,-0.2833830046813962,1.8419895304290752,-0.2833830046813962,-0.2833830046813962,-0.2833830046813962,-1.7947590296488425,-0.2833830046813962,0.9918405163848867
2013-04-11,2.550486770487051,-0.9408608009380253,0.9769216678729321,-0.5474695252844956,0.09179129765249026,-0.1540782496309658,-0.9900347103947165,-0.1540782496309658,0.5343564827627112,-0.1540782496309658,-0.1540782496309658,-0.1540782496309658,-1.7276433522450847,-0.1540782496309658,0.9769216678729321
2013-04-12,2.4264414955113,-1.2272734977296538,0.9274814982842422,-0.7588484985961981,0.412213999237441,1.0680089980242788,-0.9462184982495804,-0.1498959997227058,0.17800149967071313,-0.1498959997227058,-0.1498959997227058,-0.1498959997227058,-1.648855996949764,-0.1498959997227058,0.3185289994107498
2013-04-13,2.4219172352530878,-1.281272343811311,0.9218910766447238,-0.6718867168766631,0.5000087195361214,1.1562701639272808,-0.8593899867027085,-0.06250108994201517,0.2656296322535645,-0.06250108994201517,-0.06250108994201517,-0.06250108994201517,-1.5625272485503794,-0.06250108994201517,-0.5781350819636404
2013-04-14,2.4425523024309697,-1.1643254498634674,0.9238669330438382,-0.6897362719299888,0.49673667290370754,1.1611615220105775,-0.8795719431033803,-0.07277034061646671,0.25944208393696827,-0.07277034061646671,-0.07277034061646671,-0.07277034061646671,-1.591455710003598,-0.07277034061646671,-0.5948184363432931
2013-04-15,2.505920699008268,-1.1802078130813132,0.6628564429634772,-0.6951909035958421,0.5173513701178359,1.1963750433974958,-0.8891976673900305,-0.06466892126472949,0.27484291537510036,-0.06466892126472949,-0.06466892126472949,-0.06466892126472949,-1.6167230316182375,-0.06466892126472949,-0.4526824488531065
2013-04-16,1.9843115551402262,-1.9636108384696127,0.9197032692229663,0.2986817691045646,0.2986817691045646,1.1414966621223954,-0.7659265168126953,-0.011828980954636222,0.2986817691045646,-0.011828980954636222,-0.011828980954636222,-0.011828980954636222,-1.7418174455701836,-0.011828980954636222,-0.41105708817360875
2013-04-17,1.6267770889690323,-1.984533046294172,0.20925348447319503,0.07425123642597244,2.133035519146117,0.6480107906266684,-0.6345105658219462,-0.06075101162125017,-0.2295038216802784,-0.06075101162125017,-0.06075101162125017,-0.06075101162125017,-1.3770229300816703,-0.06075101162125017,-0.1620026976566671
2013-04-18,1.420467834153157,-2.027856976184575,0.07743606591635609,0.07743606591635609,2.291623575712163,0.6945047161873186,-0.6848252079477741,-0.06775655767681157,-1.2655957023204447,-0.06775655767681157,-0.06775655767681157,-0.06775655767681157,-0.10405471357510349,-0.06775655767681157,-0.1403528694733954
2013-04-19,1.601525744995349,-1.5913895061029735,-0.03294277640022077,-0.03294277640022077,2.4757763494627474,0.6132424529887255,-0.18498635978585518,-0.18498635978585518,-1.439345922717339,-0.18498635978585518,-0.18498635978585518,-0.18498635978585518,-0.2229972556322638,-0.18498635978585518,-0.2610081514786724
2013-04-20,1.5311316120431129,0.5612424996847222,0.9491981446280785,-0.2534643546963261,2.3070429019298255,0.4060602417073796,-0.40864661267366864,-0.40864661267366864,-1.6889002409867444,-0.40864661267366864,-0.40864661267366864,-0.40864661267366864,-0.4474421771680043,-0.40864661267366864,-0.9129889511000318
2013-04-21,1.6824654164345807,0.33048427822822124,1.0440298789482443,-0.27039622764127186,2.2457908906872306,0.40559434146190787,-0.3830613224918018,-0.3830613224918018,-1.6223773658476315,-0.3830613224918018,-0.3830613224918018,-0.3830613224918018,-0.6459465438097051,-0.3830613224918018,-0.871276733510765
2013-04-22,1.5974137466688043,0.3607063298929558,0.9404129315066349,-0.25764737849496844,2.3317087753794645,0.43800054344144634,-0.3735886988177042,-0.3735886988177042,-1.6489432223677978,-0.3735886988177042,-0.3735886988177042,-0.3735886988177042,-0.644118446237421,-0.3735886988177042,-0.8760010868828926
2013-04-23,1.3388301346169378,0.32929933293091646,0.8701194052627136,-0.6802314687551049,2.6007436367244643,0.40140867590848944,-0.3557394253560266,-0.3557394253560266,-1.5455435844859804,-0.3557394253560266,-0.3557394253560266,-0.3557394253560266,-0.3557394253560266,-0.3557394253560266,-0.8244501547102508
2013-04-24,1.3049989804699447,0.39874968847692754,0.9062492919930172,-0.7249994335944138,2.573747989260169,0.3624997167972069,-0.39874968847692754,-0.39874968847692754,-1.5949987539077102,-0.39874968847692754,-0.39874968847692754,-0.39874968847692754,-0.10874991503916207,-0.39874968847692754,-0.7249994335944138
2013-04-25,-0.14881067243504983,0.7097124377671606,0.9672693708278237,-0.7068506940664867,2.8130940577625765,0.5809339712368291,-0.32051529447549193,-0.32051529447549193,-1.7370784263091392,-0.32051529447549193,-0.32051529447549193,-0.32051529447549193,-0.2775891389653814,-0.32051529447549193,-0.2775891389653814
2013-04-26,-0.23455528395193637,0.9244237661635138,0.8416395482981246,-0.6898684822115776,2.704284450269384,0.551894785769262,-0.3173395018173257,-0.3173395018173257,-1.6832790965962492,-0.3173395018173257,-0.3173395018173257,-0.3173395018173257,0.34493424110578874,-0.3173395018173257,-0.8554369179423562
